EmployeeID ,Name,Department,grossincome,Deductions,Age,regime
2188,Employee_2188,Marketing,305474,325760,33,New
2189,Employee_2189,HR,794003,458699,51,Old
2190,Employee_2190,Operations,1058267,429790,51,Old
2191,Employee_2191,Marketing,1846230,124828,53,New
2192,Employee_2192,Marketing,237570,220870,57,New
2193,Employee_2193,Operations,681193,465287,28,New
2194,Employee_2194,Marketing,861975,151004,38,Old
2195,Employee_2195,Marketing,1286887,413965,22,Old
2196,Employee_2196,Marketing,1600965,275871,35,Old
2197,Employee_2197,Finance,827475,191478,59,New
2198,Employee_2198,Operations,1335455,22332,47,Old
2199,Employee_2199,Marketing,740027,493286,48,New
2200,Employee_2200,Operations,266202,409050,37,New
2201,Employee_2201,IT,298580,156397,28,Old
2202,Employee_2202,IT,1997355,145285,53,New
2203,Employee_2203,Marketing,1328175,380885,46,Old
2204,Employee_2204,Operations,889009,137475,52,Old
2205,Employee_2205,Operations,955724,324115,37,New
2206,Employee_2206,Operations,1164949,254271,35,Old
2207,Employee_2207,Finance,1889634,452246,46,New
2208,Employee_2208,IT,1550190,78042,51,New
2209,Employee_2209,Operations,1585685,100195,28,New
2210,Employee_2210,Operations,1636052,143663,33,Old
2211,Employee_2211,Finance,903981,394288,24,Old
2212,Employee_2212,Finance,1640401,280140,48,Old
2213,Employee_2213,Operations,1150430,319629,40,New
2214,Employee_2214,HR,1887164,52830,58,New
2215,Employee_2215,Operations,500141,39370,28,Old
2216,Employee_2216,Operations,391012,324716,37,New
2217,Employee_2217,Finance,896084,477224,53,Old
2218,Employee_2218,Finance,1084237,296242,29,Old
2219,Employee_2219,Operations,362776,197633,34,Old
2220,Employee_2220,Operations,584346,269340,32,Old
2221,Employee_2221,Operations,1670183,147163,41,New
2222,Employee_2222,Finance,1207227,216648,39,Old
2223,Employee_2223,Operations,966230,201326,58,New
2224,Employee_2224,Operations,202526,316406,27,New
2225,Employee_2225,Marketing,1142190,142095,41,Old
2226,Employee_2226,HR,1517294,25543,53,Old
2227,Employee_2227,IT,470877,458245,50,New
2228,Employee_2228,HR,512434,492129,25,Old
2229,Employee_2229,Marketing,534937,369315,28,New
2230,Employee_2230,IT,236051,440553,41,New
2231,Employee_2231,Operations,215909,176481,55,New
2232,Employee_2232,Marketing,682898,75540,57,New
2233,Employee_2233,Operations,1325914,146035,28,Old
2234,Employee_2234,Finance,1769127,149868,54,Old
2235,Employee_2235,Marketing,1538853,45972,36,Old
2236,Employee_2236,Finance,1955507,77613,53,New
2237,Employee_2237,Marketing,803350,100384,43,Old
2238,Employee_2238,Marketing,1430556,83062,50,New
2239,Employee_2239,Finance,604494,270405,46,New
2240,Employee_2240,IT,573690,284190,26,New
2241,Employee_2241,HR,1824322,280541,35,Old
2242,Employee_2242,Operations,1181769,458652,56,Old
2243,Employee_2243,Marketing,946447,357949,23,New
2244,Employee_2244,Operations,1040592,499910,46,Old
2245,Employee_2245,Finance,1565119,292901,37,New
2246,Employee_2246,Operations,1011730,151371,37,Old
2247,Employee_2247,Finance,431946,260456,32,Old
2248,Employee_2248,Operations,877551,137974,56,Old
2249,Employee_2249,HR,1698756,386003,44,New
2250,Employee_2250,HR,1412740,251088,26,Old
2251,Employee_2251,HR,289407,47399,56,Old
2252,Employee_2252,HR,1454905,53330,50,New
2253,Employee_2253,HR,697165,444524,26,Old
2254,Employee_2254,HR,1835377,257055,24,New
2255,Employee_2255,Finance,1037529,139918,27,Old
2256,Employee_2256,Marketing,1147783,148431,44,New
2257,Employee_2257,Operations,1918340,185448,23,New
2258,Employee_2258,HR,663238,73056,39,Old
2259,Employee_2259,Finance,759486,45832,51,New
2260,Employee_2260,Finance,1473871,156170,59,New
2261,Employee_2261,Finance,1235702,122095,26,Old
2262,Employee_2262,Marketing,1196196,109987,32,Old
2263,Employee_2263,Operations,1178536,186034,22,Old
2264,Employee_2264,Marketing,1250595,355816,31,Old
2265,Employee_2265,IT,805743,303029,47,New
2266,Employee_2266,Finance,940599,494472,54,New
2267,Employee_2267,IT,349776,26157,48,Old
2268,Employee_2268,HR,1397678,446588,33,Old
2269,Employee_2269,HR,589027,24674,23,Old
2270,Employee_2270,Marketing,1055877,37357,22,Old
2271,Employee_2271,Operations,1059983,279722,22,New
2272,Employee_2272,IT,203420,395601,54,New
2273,Employee_2273,Operations,1046307,400467,43,New
2274,Employee_2274,Marketing,378725,215121,33,New
2275,Employee_2275,HR,741028,435645,57,New
2276,Employee_2276,Operations,1575983,490857,42,Old
2277,Employee_2277,Operations,1878653,445087,41,Old
2278,Employee_2278,HR,1213368,484742,57,New
2279,Employee_2279,IT,1182063,161571,47,New
2280,Employee_2280,HR,743753,404637,52,Old
2281,Employee_2281,Operations,644648,188276,22,New
2282,Employee_2282,IT,1776995,422807,59,New
2283,Employee_2283,IT,734940,197012,35,New
2284,Employee_2284,HR,658189,490731,47,New
2285,Employee_2285,Operations,1990979,222443,28,Old
2286,Employee_2286,Marketing,509815,108229,33,New
2287,Employee_2287,Operations,1493865,148274,45,New
2288,Employee_2288,Finance,289342,499166,40,New
2289,Employee_2289,Marketing,1529891,391125,30,New
2290,Employee_2290,IT,1465777,227274,56,New
2291,Employee_2291,Marketing,1508396,155362,25,Old
2292,Employee_2292,IT,1435340,416346,53,Old
2293,Employee_2293,IT,258541,304221,27,Old
2294,Employee_2294,Marketing,209470,260672,49,New
2295,Employee_2295,IT,1232657,120136,49,New
2296,Employee_2296,IT,1965280,155468,50,Old
2297,Employee_2297,Finance,768596,459064,26,Old
2298,Employee_2298,Operations,335669,219560,26,New
2299,Employee_2299,Operations,1875704,65530,58,New
2300,Employee_2300,Finance,361860,200346,49,Old
2301,Employee_2301,Marketing,1182524,123179,30,New
2302,Employee_2302,HR,1298053,32122,50,New
2303,Employee_2303,HR,832549,296525,35,Old
2304,Employee_2304,HR,826754,181507,59,New
2305,Employee_2305,Finance,495215,372758,55,New
2306,Employee_2306,Finance,663819,159339,58,New
2307,Employee_2307,IT,1703715,118271,35,Old
2308,Employee_2308,HR,270560,198050,39,New
2309,Employee_2309,Marketing,979680,143160,54,New
2310,Employee_2310,Marketing,1699284,102354,55,Old
2311,Employee_2311,HR,1673562,394872,49,New
2312,Employee_2312,HR,1587482,17822,57,New
2313,Employee_2313,HR,1415047,186288,58,New
2314,Employee_2314,Finance,714295,434805,44,Old
2315,Employee_2315,Finance,1492989,201334,38,Old
2316,Employee_2316,Finance,1437087,456127,32,New
2317,Employee_2317,Operations,1775233,137508,53,Old
2318,Employee_2318,Marketing,1620683,460070,58,Old
2319,Employee_2319,Marketing,1477205,460104,36,Old
2320,Employee_2320,IT,986960,378345,25,Old
2321,Employee_2321,Finance,1357382,294425,51,Old
2322,Employee_2322,Operations,1409962,355161,31,Old
2323,Employee_2323,Operations,827267,363149,44,Old
2324,Employee_2324,Marketing,1135551,89403,45,Old
2325,Employee_2325,Finance,1283685,373167,57,Old
2326,Employee_2326,IT,1786783,190024,26,New
2327,Employee_2327,Finance,1558218,27766,58,Old
2328,Employee_2328,HR,1566528,231345,40,Old
2329,Employee_2329,Finance,936152,419429,58,New
2330,Employee_2330,HR,1843305,361035,29,New
2331,Employee_2331,HR,575987,329383,28,New
2332,Employee_2332,IT,706775,158609,34,New
2333,Employee_2333,Marketing,1585140,401010,58,Old
2334,Employee_2334,Finance,1670698,457420,48,Old
2335,Employee_2335,HR,1618167,245904,39,Old
2336,Employee_2336,Finance,664702,168396,45,New
2337,Employee_2337,Marketing,1315472,61764,23,Old
2338,Employee_2338,Marketing,1352007,35858,37,Old
2339,Employee_2339,Operations,615162,47850,35,New
2340,Employee_2340,Marketing,1819884,411234,38,New
2341,Employee_2341,IT,1453914,132171,27,New
2342,Employee_2342,HR,1765491,350161,56,New
2343,Employee_2343,Operations,1008593,317934,38,New
2344,Employee_2344,IT,227738,348264,59,Old
2345,Employee_2345,Finance,1907861,276994,27,New
2346,Employee_2346,HR,1650255,227309,59,New
2347,Employee_2347,Marketing,257153,373903,42,Old
2348,Employee_2348,HR,1986884,182047,56,Old
2349,Employee_2349,Finance,261009,201582,44,Old
2350,Employee_2350,Operations,1085978,332840,33,New
2351,Employee_2351,Operations,684469,161904,50,New
2352,Employee_2352,Operations,1945488,232818,48,Old
2353,Employee_2353,Marketing,1566991,92826,27,Old
2354,Employee_2354,IT,996229,493193,42,New
2355,Employee_2355,IT,1596850,160958,28,Old
2356,Employee_2356,HR,271942,234002,37,Old
2357,Employee_2357,Marketing,318065,144490,26,Old
2358,Employee_2358,Operations,1524685,128152,36,Old
2359,Employee_2359,Operations,1524453,12081,42,New
2360,Employee_2360,Finance,646439,369860,25,New
2361,Employee_2361,Finance,1637902,146186,26,New
2362,Employee_2362,Operations,1768366,253917,28,Old
2363,Employee_2363,Operations,882286,285866,56,New
2364,Employee_2364,Marketing,884143,354652,57,New
2365,Employee_2365,IT,807648,396896,36,Old
2366,Employee_2366,Finance,1416042,22985,49,Old
2367,Employee_2367,IT,1619098,404104,23,New
2368,Employee_2368,Marketing,920156,467470,26,Old
2369,Employee_2369,Operations,490431,495899,28,Old
2370,Employee_2370,IT,1330680,387378,43,New
2371,Employee_2371,Operations,1934372,244990,52,New
2372,Employee_2372,Operations,1597636,350989,53,New
2373,Employee_2373,HR,1994268,390590,29,Old
2374,Employee_2374,IT,1715359,155371,32,Old
2375,Employee_2375,IT,1729275,454266,22,Old
2376,Employee_2376,Operations,1864069,111747,40,Old
2377,Employee_2377,Marketing,432321,27036,59,Old
2378,Employee_2378,HR,337837,261306,58,Old
2379,Employee_2379,Operations,644842,221493,28,New
2380,Employee_2380,Finance,944067,34346,46,New
2381,Employee_2381,Finance,341879,380651,43,Old
2382,Employee_2382,HR,210204,381817,48,New
2383,Employee_2383,Marketing,1996538,293835,59,New
2384,Employee_2384,Operations,913304,110578,36,New
2385,Employee_2385,IT,302903,285130,23,Old
2386,Employee_2386,HR,615874,163918,29,New
2387,Employee_2387,Marketing,1023513,316809,27,New
2388,Employee_2388,IT,980975,118408,41,Old
2389,Employee_2389,Finance,1807850,177473,48,Old
2390,Employee_2390,Finance,1065754,78728,44,Old
2391,Employee_2391,IT,774592,55054,38,New
2392,Employee_2392,HR,1569268,174559,34,New
2393,Employee_2393,Finance,1228341,407628,25,New
2394,Employee_2394,Operations,1609167,86499,41,Old
2395,Employee_2395,IT,1812850,187545,46,Old
2396,Employee_2396,IT,536239,366303,43,Old
2397,Employee_2397,Finance,1340170,71553,38,New
2398,Employee_2398,HR,550425,10279,32,New
2399,Employee_2399,Operations,1839015,474164,46,New
2400,Employee_2400,HR,1025177,274856,26,Old
2401,Employee_2401,Marketing,702939,282961,42,Old
2402,Employee_2402,Marketing,1422196,189904,47,New
2403,Employee_2403,Finance,341753,360760,37,New
2404,Employee_2404,Finance,338056,454440,42,New
2405,Employee_2405,Finance,358651,404840,53,Old
2406,Employee_2406,Marketing,434347,427342,25,New
2407,Employee_2407,HR,1958869,480331,59,Old
2408,Employee_2408,HR,1669191,85667,29,New
2409,Employee_2409,Finance,886841,173534,30,New
2410,Employee_2410,Operations,1249520,194748,38,New
2411,Employee_2411,HR,818281,182887,34,New
2412,Employee_2412,Marketing,471258,239027,30,New
2413,Employee_2413,IT,1026278,224983,27,New
2414,Employee_2414,IT,939026,293237,48,New
2415,Employee_2415,IT,1457496,116030,58,New
2416,Employee_2416,Operations,1505381,122385,45,New
2417,Employee_2417,Finance,1543316,168597,30,New
2418,Employee_2418,Marketing,828375,34030,32,Old
2419,Employee_2419,Operations,1192791,49067,56,Old
2420,Employee_2420,Marketing,993339,403423,50,New
2421,Employee_2421,Marketing,455035,343577,29,New
2422,Employee_2422,Finance,1407762,293783,38,Old
2423,Employee_2423,IT,546990,401008,28,Old
2424,Employee_2424,Finance,1939661,5420,33,Old
2425,Employee_2425,Operations,1005428,492976,36,New
2426,Employee_2426,Operations,1647839,24198,50,New
2427,Employee_2427,Operations,1539487,433824,45,New
2428,Employee_2428,Finance,1527067,182277,58,New
2429,Employee_2429,Marketing,302063,87951,35,Old
2430,Employee_2430,Marketing,1796966,242015,32,Old
2431,Employee_2431,HR,1777127,285019,56,Old
2432,Employee_2432,Operations,570729,75511,38,Old
2433,Employee_2433,Marketing,1316014,96997,48,New
2434,Employee_2434,HR,1344935,288475,24,Old
2435,Employee_2435,Marketing,623756,284037,23,Old
2436,Employee_2436,Operations,854539,200985,25,New
2437,Employee_2437,IT,1742663,23243,39,New
2438,Employee_2438,Operations,1717518,20535,41,New
2439,Employee_2439,Finance,656985,461419,42,Old
2440,Employee_2440,Marketing,896203,468813,35,Old
2441,Employee_2441,Marketing,227690,334538,29,New
2442,Employee_2442,Finance,727282,161561,23,New
2443,Employee_2443,Finance,1352109,346358,47,New
2444,Employee_2444,IT,1316122,387439,40,New
2445,Employee_2445,Marketing,1649169,367513,49,Old
2446,Employee_2446,Marketing,540716,117695,50,New
2447,Employee_2447,IT,750755,220958,26,Old
2448,Employee_2448,HR,970878,280490,49,New
2449,Employee_2449,IT,855408,184077,47,New
2450,Employee_2450,Operations,368050,404989,26,Old
2451,Employee_2451,Marketing,1757658,231073,36,New
2452,Employee_2452,Finance,713672,127580,30,New
2453,Employee_2453,Operations,1199078,342468,53,New
2454,Employee_2454,Marketing,1846278,168415,47,Old
2455,Employee_2455,IT,1079577,248470,58,Old
2456,Employee_2456,Operations,904582,369890,36,New
2457,Employee_2457,Marketing,772403,79783,25,New
2458,Employee_2458,HR,1076038,444179,57,Old
2459,Employee_2459,HR,1813511,440199,41,Old
2460,Employee_2460,Finance,1303183,172044,48,Old
2461,Employee_2461,Marketing,1699202,284103,42,New
2462,Employee_2462,HR,1270572,356487,43,New
2463,Employee_2463,IT,1172425,170205,28,New
2464,Employee_2464,Marketing,1332273,225826,52,New
2465,Employee_2465,IT,1556742,56150,38,Old
2466,Employee_2466,IT,1026580,288878,28,Old
2467,Employee_2467,HR,1840628,486580,40,Old
2468,Employee_2468,Marketing,552868,22400,49,New
2469,Employee_2469,Operations,439190,156074,31,Old
2470,Employee_2470,HR,208888,365473,48,New
2471,Employee_2471,HR,1992602,391582,34,Old
2472,Employee_2472,Marketing,635413,434708,23,New
2473,Employee_2473,Marketing,1201830,102753,43,New
2474,Employee_2474,IT,1470008,499978,41,Old
2475,Employee_2475,Marketing,561085,229540,26,Old
2476,Employee_2476,IT,479477,376007,27,Old
2477,Employee_2477,HR,701616,166947,56,Old
2478,Employee_2478,Finance,760643,161118,22,Old
2479,Employee_2479,Operations,430487,159736,56,Old
2480,Employee_2480,HR,853974,422669,24,New
2481,Employee_2481,Marketing,667119,9746,57,Old
2482,Employee_2482,Operations,1183762,225581,28,New
2483,Employee_2483,Finance,1935081,128765,50,New
2484,Employee_2484,Finance,973890,411433,36,New
2485,Employee_2485,IT,449434,330328,32,Old
2486,Employee_2486,Operations,1089602,93898,39,Old
2487,Employee_2487,IT,1586395,308979,25,Old
2488,Employee_2488,HR,1429502,276277,45,Old
2489,Employee_2489,Operations,791952,106345,32,Old
2490,Employee_2490,HR,700638,45533,27,Old
2491,Employee_2491,IT,810441,403620,39,New
2492,Employee_2492,Operations,1866480,169411,36,New
2493,Employee_2493,IT,1504925,295869,24,New
2494,Employee_2494,Operations,1659325,210404,38,New
2495,Employee_2495,IT,1150128,443596,54,New
2496,Employee_2496,Finance,771284,446289,55,Old
2497,Employee_2497,IT,509091,196945,51,Old
2498,Employee_2498,Finance,621172,222972,40,New
2499,Employee_2499,IT,651813,132240,30,New
2500,Employee_2500,Operations,852632,177413,52,New
2501,Employee_2501,Operations,429685,268380,48,Old
2502,Employee_2502,Operations,527608,335060,46,Old
2503,Employee_2503,Marketing,1900883,372625,28,Old
2504,Employee_2504,HR,335024,133357,28,Old
2505,Employee_2505,Operations,1174384,281682,41,Old
2506,Employee_2506,Finance,383273,410187,57,Old
2507,Employee_2507,Operations,844742,104821,40,Old
2508,Employee_2508,Marketing,324444,481669,23,New
2509,Employee_2509,Finance,574319,43655,55,New
2510,Employee_2510,Marketing,504604,213094,38,Old
2511,Employee_2511,Finance,1402444,65784,45,New
2512,Employee_2512,IT,362818,389691,30,Old
2513,Employee_2513,HR,680001,385321,22,New
2514,Employee_2514,HR,1248591,459505,49,Old
2515,Employee_2515,Marketing,1405605,173482,36,Old
2516,Employee_2516,HR,805829,358126,42,New
2517,Employee_2517,Marketing,1794156,449518,36,Old
2518,Employee_2518,Marketing,1633414,419919,44,New
2519,Employee_2519,Marketing,362948,311335,23,Old
2520,Employee_2520,HR,916087,254526,57,New
2521,Employee_2521,Marketing,1295622,321256,30,Old
2522,Employee_2522,HR,1787681,16399,23,New
2523,Employee_2523,Marketing,1258335,371509,23,Old
2524,Employee_2524,Operations,1428080,17685,39,New
2525,Employee_2525,Marketing,1517132,354921,38,New
2526,Employee_2526,Finance,1699549,271631,29,New
2527,Employee_2527,Marketing,482648,279162,55,New
2528,Employee_2528,IT,1619220,429041,55,Old
2529,Employee_2529,Marketing,470651,143822,26,New
2530,Employee_2530,Finance,1269626,457172,50,Old
2531,Employee_2531,Finance,598036,448445,49,Old
2532,Employee_2532,HR,686383,88220,37,Old
2533,Employee_2533,Operations,1348729,310262,35,Old
2534,Employee_2534,Marketing,431329,64615,23,Old
2535,Employee_2535,HR,1830596,84946,25,Old
2536,Employee_2536,Operations,776209,257409,52,Old
2537,Employee_2537,Marketing,1687291,126869,47,Old
2538,Employee_2538,IT,1890598,455506,48,New
2539,Employee_2539,Marketing,1239786,282249,55,New
2540,Employee_2540,Finance,337912,417129,52,Old
2541,Employee_2541,Finance,696586,368708,32,New
2542,Employee_2542,IT,755728,185587,29,New
2543,Employee_2543,HR,1808047,52342,33,Old
2544,Employee_2544,Operations,1906325,379160,56,New
2545,Employee_2545,Marketing,838803,251605,55,New
2546,Employee_2546,Finance,1633903,188256,34,New
2547,Employee_2547,HR,528443,481463,48,Old
2548,Employee_2548,IT,1993397,327650,29,Old
2549,Employee_2549,Finance,1209589,292111,42,New
2550,Employee_2550,IT,1888367,303167,32,Old
2551,Employee_2551,Marketing,1287599,321432,43,Old
2552,Employee_2552,Operations,1429677,257868,42,New
2553,Employee_2553,Finance,502085,129939,49,New
2554,Employee_2554,Finance,1695742,368685,24,New
2555,Employee_2555,Marketing,1108109,293766,28,New
2556,Employee_2556,HR,942319,50201,35,Old
2557,Employee_2557,Operations,276054,473249,36,Old
2558,Employee_2558,Finance,1576083,21350,30,Old
2559,Employee_2559,Operations,701772,321964,28,Old
2560,Employee_2560,Finance,786030,315853,33,Old
2561,Employee_2561,Operations,1241963,355376,40,Old
2562,Employee_2562,IT,1739688,425686,48,Old
2563,Employee_2563,Finance,769503,166961,39,Old
2564,Employee_2564,Operations,1242585,146296,34,Old
2565,Employee_2565,HR,359245,243332,22,New
2566,Employee_2566,IT,1651187,141537,59,Old
2567,Employee_2567,IT,1046200,349562,42,Old
2568,Employee_2568,HR,1490019,102739,55,Old
2569,Employee_2569,Operations,1726535,229552,34,New
2570,Employee_2570,Marketing,1352167,60214,44,New
2571,Employee_2571,HR,1497621,231445,22,Old
2572,Employee_2572,Operations,1819093,139016,44,Old
2573,Employee_2573,HR,262583,29336,49,New
2574,Employee_2574,HR,455931,43624,53,Old
2575,Employee_2575,Finance,1408572,332350,29,New
2576,Employee_2576,Operations,1898875,49764,47,Old
2577,Employee_2577,Marketing,1714761,495548,35,New
2578,Employee_2578,Finance,1540824,361469,45,New
2579,Employee_2579,HR,964948,50420,50,Old
2580,Employee_2580,HR,1024026,487974,25,New
2581,Employee_2581,HR,465808,109381,39,New
2582,Employee_2582,Operations,1932126,70671,35,New
2583,Employee_2583,Operations,921393,413989,48,Old
2584,Employee_2584,Finance,654377,112596,24,Old
2585,Employee_2585,Marketing,928537,293591,51,New
2586,Employee_2586,Finance,852692,140105,57,New
2587,Employee_2587,IT,1450240,454068,44,Old
2588,Employee_2588,HR,1543619,25497,39,Old
2589,Employee_2589,HR,1057411,84714,31,Old
2590,Employee_2590,HR,741529,131892,33,New
2591,Employee_2591,Finance,1032643,208154,29,Old
2592,Employee_2592,Finance,1836336,472148,53,Old
2593,Employee_2593,HR,405320,419194,38,Old
2594,Employee_2594,Finance,1191261,244939,35,Old
2595,Employee_2595,Operations,231346,148954,58,New
2596,Employee_2596,Operations,1854060,153017,30,New
2597,Employee_2597,Finance,566595,485536,47,Old
2598,Employee_2598,HR,932484,454701,45,New
2599,Employee_2599,Finance,1684012,467066,44,Old
2600,Employee_2600,Finance,1397590,254720,52,New
2601,Employee_2601,Finance,1022805,327014,23,Old
2602,Employee_2602,IT,1893487,154667,39,Old
2603,Employee_2603,Operations,1096445,220363,37,New
2604,Employee_2604,Marketing,1250592,102847,50,Old
2605,Employee_2605,Marketing,1771771,200110,32,Old
2606,Employee_2606,IT,1163813,454342,23,New
2607,Employee_2607,Finance,731562,247303,35,Old
2608,Employee_2608,IT,1225743,363278,25,New
2609,Employee_2609,IT,215748,433665,55,Old
2610,Employee_2610,HR,1661967,368254,30,Old
2611,Employee_2611,Operations,1746502,246337,28,New
2612,Employee_2612,Marketing,1784690,416855,38,New
2613,Employee_2613,Finance,1069440,443586,44,Old
2614,Employee_2614,Marketing,853576,494775,32,Old
2615,Employee_2615,Marketing,627345,210700,43,New
2616,Employee_2616,Operations,1449657,76918,39,New
2617,Employee_2617,Marketing,616706,440926,49,Old
2618,Employee_2618,Marketing,1092055,190123,37,Old
2619,Employee_2619,IT,372507,196711,25,Old
2620,Employee_2620,Operations,1978953,8159,57,New
2621,Employee_2621,HR,720140,338336,43,Old
2622,Employee_2622,Finance,423023,334132,32,New
2623,Employee_2623,Marketing,1593826,112739,42,Old
2624,Employee_2624,Finance,1965813,285850,37,New
2625,Employee_2625,HR,1137302,408078,30,Old
2626,Employee_2626,Finance,1565358,277363,56,New
2627,Employee_2627,HR,1317648,356161,55,New
2628,Employee_2628,IT,1315885,301680,30,Old
2629,Employee_2629,Marketing,1409542,338776,34,New
2630,Employee_2630,HR,701775,239561,27,New
2631,Employee_2631,Finance,1635444,475607,25,New
2632,Employee_2632,Marketing,385639,461102,49,Old
2633,Employee_2633,IT,1808190,375942,32,Old
2634,Employee_2634,Marketing,910419,478212,55,Old
2635,Employee_2635,HR,1632132,301081,56,Old
2636,Employee_2636,IT,1860204,26094,26,New
2637,Employee_2637,Finance,618810,130312,32,New
2638,Employee_2638,IT,504893,109894,33,Old
2639,Employee_2639,IT,1940228,251146,40,New
2640,Employee_2640,Operations,1891056,122118,34,New
2641,Employee_2641,IT,1060966,163996,25,Old
2642,Employee_2642,IT,1500325,350469,35,Old
2643,Employee_2643,Marketing,1824682,136195,23,New
2644,Employee_2644,Finance,1786293,451365,29,Old
2645,Employee_2645,Marketing,1830612,338589,43,New
2646,Employee_2646,Marketing,1821671,36854,34,New
2647,Employee_2647,HR,469284,65796,42,Old
2648,Employee_2648,Marketing,1573946,336576,42,Old
2649,Employee_2649,Operations,962449,195040,49,New
2650,Employee_2650,Operations,1656693,439050,54,Old
2651,Employee_2651,HR,1075247,284255,50,New
2652,Employee_2652,Finance,1531211,77575,58,New
2653,Employee_2653,Finance,399888,115380,43,Old
2654,Employee_2654,Marketing,366052,291243,47,Old
2655,Employee_2655,Marketing,1755309,467422,32,Old
2656,Employee_2656,Marketing,1475173,448509,32,Old
2657,Employee_2657,Finance,1256654,113871,55,New
2658,Employee_2658,IT,815942,254791,40,Old
2659,Employee_2659,Operations,329101,282173,58,Old
2660,Employee_2660,IT,682737,430027,35,Old
2661,Employee_2661,IT,1690496,20793,50,New
2662,Employee_2662,Finance,741285,315250,40,Old
2663,Employee_2663,IT,673026,352806,58,Old
2664,Employee_2664,HR,856228,220836,42,Old
2665,Employee_2665,Marketing,708715,263490,45,Old
2666,Employee_2666,HR,619614,482347,47,Old
2667,Employee_2667,Operations,412650,399188,33,New
2668,Employee_2668,Marketing,559500,398576,40,New
2669,Employee_2669,IT,1624431,138704,51,New
2670,Employee_2670,Operations,1007678,434174,36,Old
2671,Employee_2671,Marketing,351633,239324,24,Old
2672,Employee_2672,IT,1283088,85882,34,New
2673,Employee_2673,HR,1218064,381002,30,Old
2674,Employee_2674,Marketing,425226,154080,34,New
2675,Employee_2675,IT,1457043,82656,37,Old
2676,Employee_2676,HR,1044297,428499,35,New
2677,Employee_2677,Operations,1141084,318052,29,New
2678,Employee_2678,Operations,664175,143890,40,Old
2679,Employee_2679,Operations,1089825,468871,53,Old
2680,Employee_2680,Operations,796432,35579,56,Old
2681,Employee_2681,Finance,897845,60178,44,Old
2682,Employee_2682,Marketing,1365939,193656,42,Old
2683,Employee_2683,Marketing,512809,201092,39,New
2684,Employee_2684,Finance,1974348,118204,35,Old
2685,Employee_2685,IT,381675,100373,37,New
2686,Employee_2686,IT,1400686,137047,45,Old
2687,Employee_2687,Operations,817830,461695,53,New
2688,Employee_2688,HR,1087743,283409,32,New
2689,Employee_2689,IT,1738138,330662,32,New
2690,Employee_2690,HR,366964,402534,25,Old
2691,Employee_2691,Marketing,594969,387755,47,New
2692,Employee_2692,HR,1212571,433297,26,Old
2693,Employee_2693,Marketing,873356,194721,57,New
2694,Employee_2694,Finance,1055243,120475,54,Old
2695,Employee_2695,Finance,1978219,179141,35,New
2696,Employee_2696,Operations,1162715,214742,53,Old
2697,Employee_2697,IT,316737,372112,28,Old
2698,Employee_2698,Operations,656036,378830,31,New
2699,Employee_2699,Marketing,462968,81377,23,New
2700,Employee_2700,Operations,1655672,358815,31,Old
2701,Employee_2701,HR,842006,148499,56,New
2702,Employee_2702,Marketing,528761,438467,42,Old
2703,Employee_2703,Finance,1522237,235739,29,Old
2704,Employee_2704,IT,1925619,107263,39,New
2705,Employee_2705,Marketing,1658668,423381,30,Old
2706,Employee_2706,Marketing,1613788,465501,51,New
2707,Employee_2707,HR,667018,126359,25,Old
2708,Employee_2708,IT,1980655,365988,56,Old
2709,Employee_2709,Finance,679818,69927,35,Old
2710,Employee_2710,Marketing,1458061,340314,35,Old
2711,Employee_2711,Marketing,472126,343294,58,New
2712,Employee_2712,HR,619814,292010,41,Old
2713,Employee_2713,Operations,345711,277426,50,New
2714,Employee_2714,Finance,1843074,156391,44,Old
2715,Employee_2715,IT,1842716,434942,42,Old
2716,Employee_2716,Marketing,1100050,20412,52,New
2717,Employee_2717,Marketing,1258271,471802,53,Old
2718,Employee_2718,Finance,1297158,129135,28,Old
2719,Employee_2719,Operations,1541814,125019,34,New
2720,Employee_2720,Marketing,1964571,291727,44,Old
2721,Employee_2721,Finance,1532907,219649,29,Old
2722,Employee_2722,HR,1104445,329066,33,Old
2723,Employee_2723,Operations,853009,273329,57,New
2724,Employee_2724,IT,830971,353492,37,New
2725,Employee_2725,Marketing,719382,96368,47,New
2726,Employee_2726,Finance,1817270,192461,50,New
2727,Employee_2727,HR,1208725,262902,50,New
2728,Employee_2728,IT,1160985,284567,27,New
2729,Employee_2729,Finance,347049,56268,58,New
2730,Employee_2730,Finance,1245323,117692,54,New
2731,Employee_2731,IT,1686631,439860,52,Old
2732,Employee_2732,HR,1699666,172858,39,New
2733,Employee_2733,HR,1612160,362345,59,Old
2734,Employee_2734,Operations,435994,473741,52,Old
2735,Employee_2735,Marketing,1960177,350888,37,Old
2736,Employee_2736,IT,1453149,123222,58,Old
2737,Employee_2737,IT,1979069,355734,35,Old
2738,Employee_2738,IT,1309057,428693,25,New
2739,Employee_2739,HR,489884,231982,51,New
2740,Employee_2740,Marketing,1168147,127942,54,Old
2741,Employee_2741,Operations,1745309,139643,57,New
2742,Employee_2742,Finance,1522601,24576,51,New
2743,Employee_2743,Finance,1547716,386785,35,New
2744,Employee_2744,IT,887537,460919,44,New
2745,Employee_2745,Marketing,1895060,145752,49,New
2746,Employee_2746,HR,1810041,161778,28,Old
